Id,Tables,Join Conditions,Predicates,Cardinality
17318,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,7,t.production_year,>,1911,mi_idx.info_type_id,=,101",314455
17319,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,1,t.production_year,<,1979,ci.role_id,>,9",118126
17320,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,<,3,ci.person_id,<,3221083",138076859
17321,movie_companies mc,,"mc.company_id,<,13640,mc.company_type_id,=,2",474585
17322,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,>,2005",9499474
17323,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,>,1,t.production_year,=,2012,mk.keyword_id,<,1053",10414
17324,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,=,2009,mi.info_type_id,<,3",48031
17325,movie_companies mc,,"mc.company_id,=,149,mc.company_type_id,<,2",878
17326,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,7,t.production_year,<,2010,mk.keyword_id,>,43541",314744
17327,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","mi.info_type_id,<,94,mi_idx.info_type_id,>,101",76392
17328,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,>,2598350,ci.role_id,<,10",24300599
17329,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,>,2901966,ci.role_id,>,1",113574059
17330,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,>,1,t.production_year,=,1958,mi_idx.info_type_id,<,100",830
17331,movie_keyword mk,,"mk.keyword_id,>,3037",2684807
17332,cast_info ci,,"ci.person_id,>,2429802,ci.role_id,>,3",8027643
17333,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,mi.info_type_id,>,13",2246428
17334,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,<,1986,mc.company_id,=,6008",19
17335,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,1,t.production_year,=,2010,mi.info_type_id,=,103",1888
17336,movie_companies mc,,"mc.company_id,=,93528",4
17337,cast_info ci,,"ci.person_id,=,2472395,ci.role_id,>,1",7
17338,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,<,7,t.production_year,>,1944",54498925
17339,movie_companies mc,,"mc.company_id,=,159,mc.company_type_id,>,1",3185
17340,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,<,43863,mc.company_type_id,=,1,mk.keyword_id,<,16264",19493046
17341,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,1,mi.info_type_id,>,17,mk.keyword_id,>,348",59341905
17342,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.production_year,<,2012,mc.company_id,>,132917,mi.info_type_id,<,2",112605
17343,movie_keyword mk,,"mk.keyword_id,<,72109",4353410
17344,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,<,1979,mi_idx.info_type_id,>,101",30063
17345,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,3,t.production_year,<,1929",94229
17346,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","ci.person_id,<,1174845",26751505
17347,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,<,29201",29035659
17348,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,1,ci.person_id,<,1346893,ci.role_id,<,10",9090871
17349,movie_keyword mk,,"mk.keyword_id,>,39702",446526
17350,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,7,t.production_year,>,1951,ci.role_id,>,2",8654166
17351,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,<,2005,mk.keyword_id,>,837",2908503
17352,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,7,t.production_year,<,1978,mi_idx.info_type_id,=,101",21692
17353,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,7,t.production_year,<,2010,mk.keyword_id,>,7455",220999
17354,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,<,2012,ci.person_id,<,3351738,ci.role_id,=,1,mi_idx.info_type_id,>,100",4578664
17355,movie_companies mc,,"mc.company_id,<,7747",1109707
17356,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,7,mk.keyword_id,<,13643",441372
17357,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,=,1,t.production_year,>,1923,ci.person_id,<,2144057,mi.info_type_id,<,7",46850651
17358,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,=,2012,mk.keyword_id,=,4001",1394
17359,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,=,19869,mc.company_type_id,=,2,mi_idx.info_type_id,=,99",61
17360,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","ci.person_id,<,3935622,ci.role_id,>,10,mi_idx.info_type_id,=,99",77651
17361,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,7,mk.keyword_id,<,11224",416428
17362,movie_keyword mk,,"mk.keyword_id,=,2867",4261
17363,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,=,2008,ci.person_id,<,3416741,mk.keyword_id,<,3662",3351762
17364,movie_keyword mk,,"mk.keyword_id,<,14523",3279243
17365,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,7,t.production_year,<,1999,mi_idx.info_type_id,=,101",157489
17366,movie_companies mc,,"mc.company_id,<,1159",681317
17367,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,=,1991,ci.role_id,>,2",243756
17368,movie_keyword mk,,"mk.keyword_id,=,25289",18
17369,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,mc.company_id,=,11801,mc.company_type_id,>,1,mi_idx.info_type_id,>,99",4
17370,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,1,ci.person_id,<,528276,ci.role_id,=,10",56049
17371,movie_companies mc,,"mc.company_id,=,98585",131
17372,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,4,t.production_year,<,2004",45738
17373,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,2632",1691891
17374,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,1,t.production_year,>,2004",195628
17375,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,=,1752956",404
17376,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,<,1935,mc.company_id,>,1204,mc.company_type_id,<,2,mk.keyword_id,<,5683",269000
17377,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,35962",4020149
17378,cast_info ci,,"ci.person_id,<,3926978,ci.role_id,<,2",12670688
17379,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,=,2002,mk.keyword_id,>,3237",4004743
17380,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,<,1912,mi.info_type_id,<,2",4587
17381,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,<,7,t.production_year,=,1982",12997
17382,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,<,3,mk.keyword_id,<,9474",5780634
17383,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,1,t.production_year,>,1979,mc.company_id,<,67945",519610
17384,movie_companies mc,,"mc.company_id,>,12822",1169648
17385,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_id,<,13579,ci.person_id,>,1388363",31008886
17386,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,1912,mi_idx.info_type_id,<,101",28316
17387,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,<,4,t.production_year,>,2011,mk.keyword_id,>,6267",2605659
17388,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,1780",1364075
17389,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,=,7,t.production_year,=,1960,mc.company_id,>,1451,mi.info_type_id,=,3",69
17390,cast_info ci,,"ci.person_id,>,2226097",14357464
17391,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,>,11388,mk.keyword_id,<,36822",13670928
17392,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,1921,mi_idx.info_type_id,=,99",67788
17393,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,4,ci.person_id,>,598394,ci.role_id,<,10",9575849
17394,movie_companies mc,,"mc.company_id,=,18868,mc.company_type_id,>,1",147
17395,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,<,3935079,ci.role_id,=,4",2728943
17396,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,7,t.production_year,=,1977,mi_idx.info_type_id,<,100",1105
17397,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","mi_idx.info_type_id,>,100,mk.keyword_id,<,3639",1555931
17398,movie_keyword mk,,"mk.keyword_id,=,5152",22
17399,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,>,2003,mi.info_type_id,>,16,mi_idx.info_type_id,<,100",542527
17400,movie_keyword mk,,"mk.keyword_id,=,2520",138
17401,movie_keyword mk,,"mk.keyword_id,>,712",3762572
17402,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,1,t.production_year,<,1936,mi_idx.info_type_id,>,99",457363
17403,movie_companies mc,,"mc.company_id,=,71448,mc.company_type_id,>,1",106
17404,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,=,1985",48214
17405,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,>,2005,ci.person_id,>,408335,ci.role_id,=,10,mi_idx.info_type_id,<,100",980363
17406,movie_keyword mk,,"mk.keyword_id,>,23013",805124
17407,cast_info ci,,"ci.person_id,<,653995,ci.role_id,>,10",27322
17408,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,<,2004,mc.company_id,<,14597,mk.keyword_id,=,33498",1084
17409,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,>,3,t.production_year,<,1995,ci.person_id,<,624896,ci.role_id,>,4,mk.keyword_id,=,3757",20
17410,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.production_year,<,1998",5471299
17411,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,1,mi_idx.info_type_id,<,101",9029424
17412,movie_keyword mk,,"mk.keyword_id,>,19727",966715
17413,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,1,t.production_year,=,1980,ci.role_id,>,10,mi_idx.info_type_id,>,100",450
17414,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,>,1,mc.company_id,<,155474",1285917
17415,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,7,t.production_year,<,1978,mk.keyword_id,=,803",7
17416,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,>,1998,ci.person_id,=,2534188,ci.role_id,>,2",21
17417,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mc.company_id,<,76907",59896038
17418,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mc.company_id,=,70612,mc.company_type_id,>,1,mi.info_type_id,<,7",49
17419,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,t.production_year,<,2002,ci.role_id,=,2",1547039
17420,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.production_year,=,1991,mi_idx.info_type_id,>,101",487
17421,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,<,7,ci.person_id,>,2031332",25451101
17422,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,1738",1328422
17423,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,mk.keyword_id,<,36077",29362467
17424,movie_keyword mk,,"mk.keyword_id,>,80899",106172
17425,movie_companies mc,,"mc.company_id,=,11154,mc.company_type_id,>,1",10
17426,movie_companies mc,,"mc.company_id,>,7642,mc.company_type_id,>,1",983069
17427,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,7,t.production_year,>,2004,ci.role_id,<,2,mi.info_type_id,=,16",7567788
17428,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,<,7,t.production_year,<,1954",2065880
17429,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.production_year,<,2001,mc.company_id,=,11,mc.company_type_id,<,2,mi.info_type_id,=,16",2544
17430,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","mk.keyword_id,<,245",646604
17431,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,>,2002,ci.person_id,>,376356,ci.role_id,>,2",7840692
17432,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.production_year,<,2012,ci.role_id,>,3",81632019
17433,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,<,1924",19082
17434,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,2004,mc.company_id,<,137,mc.company_type_id,=,2",24817
17435,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,>,18,mk.keyword_id,<,24382",46886248
17436,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,>,1839347,ci.role_id,<,4,mk.keyword_id,<,16679",31446799
17437,movie_companies mc,,"mc.company_id,<,11475",1342228
17438,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.production_year,=,1995,mc.company_type_id,=,1",915509
17439,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,=,1913",6126
17440,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,=,23636,mc.company_type_id,>,1",27
17441,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,>,1973",10942564
17442,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_type_id,=,1,ci.role_id,=,10",11923191
17443,cast_info ci,,"ci.person_id,<,546639,ci.role_id,=,1",4085515
17444,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,2003,mc.company_id,<,11961,mc.company_type_id,>,1,mi_idx.info_type_id,=,101",74271
17445,movie_companies mc,,"mc.company_id,>,128217",159028
17446,cast_info ci,,"ci.person_id,>,2130166,ci.role_id,<,9",10545369
17447,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,<,7,t.production_year,<,2010,mc.company_type_id,<,2",40167150
17448,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,=,2003,mk.keyword_id,<,1382",77874
17449,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,=,16,mk.keyword_id,>,8885",13676884
17450,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,1,mi.info_type_id,>,4",5504075
17451,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,>,3,t.production_year,<,2005,mc.company_id,<,2536,mc.company_type_id,=,1",4385373
17452,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,=,1956,mc.company_id,>,225,mc.company_type_id,>,1",6591
17453,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","ci.person_id,<,3096213,ci.role_id,<,2,mi_idx.info_type_id,>,101",12014
17454,movie_keyword mk,,"mk.keyword_id,<,25353",3783068
17455,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,>,1957,ci.person_id,<,219805",2062471
17456,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,=,2009,ci.role_id,>,6,mi_idx.info_type_id,>,100",99571
17457,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,>,2010,mk.keyword_id,>,1975",210524
17458,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,7,t.production_year,<,2007,mc.company_id,>,12505,mc.company_type_id,=,2",123940
17459,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,2,mi_idx.info_type_id,<,100",37686
17460,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,1,t.production_year,>,1987,mi_idx.info_type_id,>,101",128
17461,movie_keyword mk,,"mk.keyword_id,>,1808",3150848
17462,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,<,2074158,mk.keyword_id,=,8077",9800
17463,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,<,52",192038
17464,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,=,2012,mi.info_type_id,<,16",282831
17465,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,63860",4297119
17466,movie_companies mc,,"mc.company_id,=,73903,mc.company_type_id,>,1",62
17467,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,t.production_year,<,2001,mi.info_type_id,=,16",585369
17468,movie_companies mc,,"mc.company_id,>,8434,mc.company_type_id,>,1",965214
17469,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,>,1999,mi_idx.info_type_id,>,100,mk.keyword_id,<,1755",52706
17470,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.production_year,<,2009,ci.person_id,>,56535",59509280
17471,movie_keyword mk,,"mk.keyword_id,>,15660",1186444
17472,movie_companies mc,,"mc.company_id,<,11219",1280274
17473,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,>,1,mc.company_type_id,=,1,mi.info_type_id,>,15",2724181
17474,movie_companies mc,,"mc.company_id,<,10331,mc.company_type_id,<,2",792095
17475,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,>,2011,mk.keyword_id,>,32630",831488
17476,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,7,t.production_year,<,1978",100524
17477,title t,,"t.kind_id,<,4,t.production_year,>,2003",320078
17478,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,1,ci.person_id,>,2535997,ci.role_id,=,10",737872
17479,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,1,t.production_year,>,1955,ci.role_id,=,8",1030267
17480,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,=,134505,mc.company_type_id,=,2,mk.keyword_id,<,89928",2
17481,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,<,1991,mk.keyword_id,=,83327",2541
17482,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,<,7,t.production_year,=,1999,mi.info_type_id,>,4",124047
17483,cast_info ci,,"ci.person_id,<,637768,ci.role_id,<,3",4756571
17484,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,ci.person_id,<,3650685,ci.role_id,>,2",8222161
17485,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,2,t.production_year,=,2005,mk.keyword_id,>,6042",7053
17486,cast_info ci,,"ci.person_id,=,3047269",267
17487,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,>,12858,mc.company_type_id,<,2,mi_idx.info_type_id,<,100",166082
